hole_number,diameter_mm,h_m,l_m,a_m,b_m,q_kg_m3,charge_weight_calc_kg,primer_weight_kg,explosive_weight_kg,total_charge_weight_kg,capacity_kg_m,charge_length_m,stemming_length_m,subdrilling_m,drill_passport
6033,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6034,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6035,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6036,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6037,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6038,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6039,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6040,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6041,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6042,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6043,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6044,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6045,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6046,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6047,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6048,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6049,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6050,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6051,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6052,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6053,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6054,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6055,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6056,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6057,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6058,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6059,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6060,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6061,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6062,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6063,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6064,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6065,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6066,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6067,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6068,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6069,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6070,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6071,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6072,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6073,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6074,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6075,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6076,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6077,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6078,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6115,311.1,8.5,11.0,6.8,5.9,1.64,559.2728,0.75,550,550.75,100.6,5.47465208747515,5.52534791252485,2.5,630-E040625_P_B_4.A
6116,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6117,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6118,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6119,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6120,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6121,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6122,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6123,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6124,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6125,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6126,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6127,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6128,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6129,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6130,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6131,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6132,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6133,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6134,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6135,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6136,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6137,311.1,9.0,11.5,6.8,5.9,1.67,603.0036,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
6138,311.1,9.5,12.0,6.8,5.9,1.72,655.5608,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
6139,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6140,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6141,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6142,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6143,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6144,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
6145,311.1,10.0,12.5,6.8,5.9,1.75,702.1,0.75,700,700.75,100.6,6.965705765407555,5.534294234592445,2.5,630-E040625_P_B_4.A
8197,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
8198,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
8292,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9053,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9054,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9095,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9101,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9102,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9103,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9104,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9105,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9106,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9107,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9108,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9109,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9110,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9111,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9114,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9121,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9123,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9124,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9162,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9163,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9166,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9167,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9168,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9170,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9171,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9172,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9175,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9176,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9177,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9178,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9179,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9334,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9335,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9336,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9337,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9338,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9339,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9340,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9341,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9342,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9343,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9344,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9345,311.1,9.5,12.0,8.3,7.2,1.16,658.5552000000001,0.75,650,650.75,100.6,6.46868787276342,5.53131212723658,2.5,630-E040625_P_B_4.A
9361,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9362,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9363,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9364,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9411,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9412,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9413,311.1,9.0,11.5,8.3,7.2,1.12,602.3808000000001,0.75,600,600.75,100.6,5.971669980119285,5.528330019880715,2.5,630-E040625_P_B_4.A
9414,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9415,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9416,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9417,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9418,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9419,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9420,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9421,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9422,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9423,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9424,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9425,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9426,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9427,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9428,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9430,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9438,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9439,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9440,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9441,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9442,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9443,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9444,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9445,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9446,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9447,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9448,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9449,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9451,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9452,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9465,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9466,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9467,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9468,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9469,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9470,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9471,311.1,9.0,11.5,8.3,7.2,0.95,510.94800000000004,0.75,510,510.75,100.6,5.077037773359841,6.422962226640159,2.5,630-E040625_P_B_4.A
9472,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9473,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
9474,311.1,9.5,12.0,8.3,7.2,0.98,556.3656000000001,0.75,550,550.75,100.6,5.47465208747515,6.52534791252485,2.5,630-E040625_P_B_4.A
