shift_date,shift_number,excavator,area,work_type,loading_point,unloading_point,cargo,truck_type,truck_id,cycle_distance_km,cycle_speed_kmh,volume_m3,weight_t,cycle_start,cycle_end,loading_sec,unloading_sec,trip_duration_sec,load_wait_sec
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3498 АК 2015,8.88,25.89,50.8,127.0,12:16:00,12:47:00,290.0,39.0,1318.0,264.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3511 АК 2015,8.9,24.05,53.6,134.0,12:28:00,12:59:00,295.0,49.0,1276.0,165.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3511 АК 2015,8.97,24.56,53.6,134.0,12:59:00,13:28:00,308.0,52.0,1071.0,0.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3485 АК 2015,9.01,25.55,52.8,132.0,12:33:00,13:04:00,293.0,25.0,1332.0,231.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,4364 АК 2015,9.03,25.94,53.2,133.0,13:39:00,14:16:00,346.0,29.0,1636.0,538.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3679 АК2015,7.7,20.32,51.6,129.0,13:48:00,14:40:00,300.0,30.0,1034.0,313.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3498 АК 2015,9.11,24.34,49.6,124.0,13:16:00,14:01:00,269.0,41.0,1042.0,13.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3511 АК 2015,8.71,24.91,49.2,123.0,13:56:00,14:29:00,263.0,46.0,1072.0,376.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3679 АК2015,8.76,26.0,47.6,119.0,14:40:00,15:10:00,194.0,37.0,887.0,333.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3485 АК 2015,9.12,24.29,53.6,134.0,13:33:00,14:22:00,289.0,29.0,1040.0,418.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода,  III",Белаз 141,4364 АК 2015,8.9,24.66,49.23,128.0,14:16:00,14:46:00,290.0,47.0,1253.0,199.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3485 АК 2015,8.78,25.23,50.8,127.0,14:22:00,14:54:00,301.0,28.0,1388.0,291.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3498 АК 2015,8.77,22.86,50.4,126.0,14:35:00,15:07:00,239.0,41.0,994.0,267.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3511 АК 2015,8.7,23.38,50.8,127.0,14:29:00,15:01:00,290.0,64.0,1087.0,213.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3511 АК 2015,8.96,24.86,53.6,134.0,13:28:00,13:56:00,327.0,42.0,1130.0,0.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,4364 АК 2015,8.69,24.24,55.2,138.0,14:46:00,15:16:00,270.0,45.0,1040.0,192.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3498 АК 2015,8.75,24.0,53.2,133.0,14:01:00,14:35:00,306.0,54.0,1089.0,400.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,11.38,23.21,51.6,129.0,14:54:00,17:04:00,305.0,24.0,1049.0,356.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3498 АК 2015,12.36,23.91,50.0,125.0,15:07:00,17:16:00,281.0,39.0,1336.0,788.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3511 АК 2015,11.03,22.41,50.0,125.0,15:01:00,17:09:00,251.0,31.0,1345.0,483.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3498 АК 2015,8.8,23.4,53.6,134.0,17:43:00,18:13:00,299.0,39.0,1121.0,73.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,4364 АК 2015,11.55,20.67,54.4,136.0,15:16:00,17:28:00,294.0,43.0,1089.0,178.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,4364 АК 2015,8.74,22.44,55.2,138.0,17:28:00,17:57:00,278.0,49.0,1103.0,0.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3485 АК 2015,8.79,25.17,52.0,130.0,17:33:00,18:05:00,293.0,30.0,1307.0,240.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3679 АК2015,8.82,26.55,53.2,133.0,17:48:00,18:18:00,323.0,50.0,1274.0,207.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3679 АК2015,8.81,26.06,52.8,132.0,17:21:00,17:48:00,287.0,37.0,1017.0,91.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3511 АК 2015,9.07,22.17,52.4,131.0,17:09:00,18:01:00,264.0,59.0,1057.0,218.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3485 АК 2015,8.99,25.2,53.2,133.0,17:04:00,17:33:00,291.0,27.0,1049.0,115.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3679 АК2015,11.11,23.87,50.8,127.0,15:10:00,17:21:00,270.0,32.0,1304.0,255.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,Автодорога,"Порода, III НК2",Белаз 141,3498 АК 2015,8.74,24.01,54.4,136.0,17:16:00,17:43:00,291.0,41.0,1051.0,0.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,4364 АК 2015,10.72,24.82,54.4,136.0,17:57:00,18:28:00,292.0,18.0,1348.0,26.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.03,26.16,52.4,131.0,18:05:00,18:38:00,283.0,25.0,1406.0,385.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3511 АК 2015,8.95,24.92,52.0,130.0,18:01:00,18:33:00,342.0,38.0,1339.0,218.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3679 АК2015,9.13,21.97,50.8,127.0,18:18:00,18:49:00,83.0,18.0,954.0,217.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3498 АК 2015,9.03,24.8,51.2,128.0,18:13:00,18:45:00,273.0,34.0,1327.0,291.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3511 АК 2015,9.22,23.76,51.2,128.0,18:33:00,19:05:00,324.0,42.0,1140.0,162.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,4364 АК 2015,9.17,24.16,52.4,131.0,18:28:00,18:57:00,324.0,29.0,1130.0,52.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3498 АК 2015,9.19,24.18,54.0,135.0,18:45:00,19:24:00,328.0,40.0,1752.0,621.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор.+360 запад,"Порода, III НК2",Белаз 141,3679 АК2015,10.46,29.34,53.6,134.0,18:49:00,19:19:00,295.0,32.0,1325.0,150.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.27,25.22,51.2,128.0,18:38:00,19:11:00,294.0,25.0,1067.0,354.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3511 АК 2015,9.17,24.92,50.0,125.0,19:05:00,19:38:00,272.0,42.0,1368.0,331.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,4364 АК 2015,9.12,23.84,55.6,139.0,18:57:00,19:33:00,337.0,39.0,1126.0,380.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3498 АК 2015,9.21,23.86,54.0,135.0,19:24:00,19:53:00,290.0,39.0,1105.0,0.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.28,24.6,53.2,133.0,19:11:00,19:44:00,280.0,24.0,1098.0,303.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,4364 АК 2015,9.13,23.66,55.6,139.0,19:33:00,20:02:00,297.0,23.0,1119.0,0.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3511 АК 2015,9.15,24.08,53.2,133.0,19:38:00,20:08:00,291.0,52.0,1143.0,20.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3498 АК 2015,9.23,26.23,52.4,131.0,19:53:00,20:22:00,300.0,40.0,1176.0,0.0
2023-09-15,1.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73-71 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.23,26.77,52.0,130.0,19:44:00,20:11:00,278.0,24.0,1030.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.25,24.07,50.0,125.0,21:25:00,22:00:00,306.0,33.0,1452.0,313.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.27,24.75,49.2,123.0,22:55:00,23:26:00,249.0,31.0,1076.0,196.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.65,24.75,52.8,132.0,23:26:00,0:10:00,245.0,25.0,1051.0,214.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.22,23.54,50.4,126.0,23:10:00,23:39:00,236.0,26.0,1104.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.24,24.9,52.0,130.0,23:39:00,0:05:00,222.0,20.0,1055.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.25,24.65,51.6,129.0,1:00:00,1:35:00,305.0,28.0,1502.0,373.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,Автодорога,"Порода, III НК2",Белаз 141,2808 АК2015,10.4,23.32,56.8,142.0,2:05:00,2:39:00,347.0,41.0,1470.0,53.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.27,23.41,58.0,145.0,21:47:00,22:23:00,389.0,35.0,1227.0,262.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.26,25.06,53.6,134.0,0:05:00,0:32:00,230.0,29.0,1025.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,10.36,26.61,52.4,131.0,0:46:00,1:15:00,283.0,33.0,1026.0,26.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.26,25.03,54.4,136.0,0:26:00,0:54:00,287.0,32.0,1081.0,28.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.28,24.86,55.6,139.0,1:21:00,1:52:00,314.0,42.0,1276.0,160.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,9.29,24.49,50.8,127.0,23:20:00,23:51:00,259.0,32.0,1075.0,145.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,9.22,24.98,51.2,128.0,1:27:00,1:58:00,306.0,31.0,1130.0,180.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.29,22.29,54.4,136.0,3:16:00,3:49:00,258.0,40.0,1137.0,143.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.24,25.64,50.0,125.0,20:53:00,21:25:00,312.0,18.0,1372.0,293.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,9.26,24.61,54.0,135.0,21:53:00,22:28:00,333.0,29.0,1135.0,385.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,13.36,21.2,52.8,132.0,20:00:00,21:01:00,299.0,25.0,1134.0,359.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,9.31,24.83,52.0,130.0,1:58:00,2:29:00,310.0,29.0,1146.0,96.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,11.36,24.31,48.8,122.0,22:28:00,23:20:00,255.0,54.0,1058.0,223.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.64,24.13,52.4,131.0,21:01:00,21:35:00,334.0,27.0,1125.0,142.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.32,23.53,53.6,134.0,3:09:00,3:43:00,291.0,25.0,1145.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,11.24,24.71,54.0,135.0,22:00:00,22:42:00,302.0,26.0,1038.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.28,24.42,52.4,131.0,2:47:00,3:25:00,270.0,49.0,1169.0,601.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,12.78,24.25,52.8,132.0,20:15:00,21:06:00,193.0,34.0,1333.0,592.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.28,25.4,53.2,133.0,23:59:00,0:26:00,256.0,45.0,1003.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.39,14.18,55.2,138.0,3:32:00,7:42:00,86.0,40.0,13266.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.29,24.35,54.0,135.0,2:11:00,2:41:00,254.0,26.0,1065.0,65.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.25,24.62,57.6,144.0,0:32:00,1:00:00,293.0,34.0,1142.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,9.32,23.39,50.8,127.0,2:59:00,3:38:00,325.0,52.0,1399.0,539.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.24,24.66,53.6,134.0,1:40:00,2:11:00,282.0,26.0,1111.0,162.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.26,26.1,52.0,130.0,23:44:00,0:15:00,249.0,26.0,1009.0,295.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,9.25,25.09,48.0,120.0,21:19:00,21:53:00,309.0,27.0,1111.0,321.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.23,25.0,50.0,125.0,21:35:00,22:07:00,340.0,31.0,1374.0,202.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.26,24.88,53.6,134.0,0:10:00,0:38:00,266.0,25.0,1126.0,29.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.3,24.48,54.8,137.0,0:38:00,1:07:00,292.0,26.0,1137.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.25,24.66,52.8,132.0,1:35:00,2:05:00,303.0,36.0,1138.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,10.47,22.55,55.2,138.0,2:39:00,3:16:00,266.0,25.0,1512.0,257.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.26,25.83,52.0,130.0,23:15:00,23:44:00,264.0,28.0,1019.0,125.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.22,23.75,52.4,131.0,21:06:00,21:42:00,332.0,54.0,1507.0,341.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.26,23.47,51.2,128.0,21:42:00,22:15:00,298.0,43.0,1167.0,212.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.27,25.67,53.6,134.0,23:33:00,23:59:00,256.0,29.0,1025.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.25,25.04,51.6,129.0,1:52:00,2:23:00,280.0,0.0,1103.0,175.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.28,25.33,50.8,127.0,1:15:00,1:46:00,271.0,35.0,1283.0,211.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.25,24.4,54.4,136.0,23:03:00,23:33:00,307.0,51.0,1193.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,11.29,26.05,54.4,136.0,22:07:00,22:55:00,298.0,30.0,1108.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,12.71,21.35,52.8,132.0,20:00:00,20:53:00,329.0,28.0,1533.0,396.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.33,22.49,53.6,134.0,2:53:00,3:32:00,332.0,22.0,1387.0,491.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,13.39,26.73,48.4,121.0,20:22:00,21:19:00,301.0,27.0,1028.0,907.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.3,24.61,52.4,131.0,1:07:00,1:40:00,268.0,35.0,1429.0,324.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,Автодорога,"Порода, III НК2",Белаз 141,3276 АК 2015,10.34,24.7,54.0,135.0,0:20:00,0:52:00,268.0,51.0,1288.0,40.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,9.24,23.37,50.4,126.0,21:13:00,21:47:00,285.0,22.0,1098.0,306.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,11.25,23.0,55.2,138.0,22:23:00,23:10:00,277.0,48.0,1117.0,19.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.28,24.76,50.8,127.0,2:16:00,2:47:00,280.0,23.0,1257.0,159.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,10.46,25.48,51.2,128.0,0:52:00,1:27:00,284.0,52.0,1120.0,272.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3485 АК 2015,9.29,24.61,51.2,128.0,2:41:00,3:09:00,247.0,28.0,1094.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,Автодорога,"Порода, III НК2",Белаз 141,2861 АК2015,10.32,24.98,56.0,140.0,0:15:00,0:46:00,270.0,47.0,1243.0,104.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.21,25.31,49.2,123.0,1:46:00,2:16:00,269.0,34.0,1001.0,230.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.26,24.65,54.4,136.0,0:54:00,1:21:00,120.0,34.0,1054.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,9.1,21.99,54.4,136.0,2:23:00,2:53:00,270.0,43.0,1087.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2808 АК2015,17.5,21.4,50.4,126.0,20:00:00,21:13:00,297.0,39.0,1441.0,678.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2861 АК2015,9.26,24.89,54.0,135.0,22:42:00,23:15:00,269.0,40.0,1133.0,342.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,2860 АК2015,10.94,23.7,53.2,133.0,22:15:00,23:03:00,325.0,17.0,1074.0,0.0
2023-09-15,2.0,Hitachi EX 1200 (№26),Новоказанский-2,Авто,73 восток,А/о гор. +350,"Порода, III НК2",Белаз 141,3276 АК 2015,9.3,25.33,53.2,133.0,23:51:00,0:20:00,281.0,27.0,1076.0,72.0
