Id_Drill_Trans,Drill_Start_Timestamp,End_Timestamp,X,Y,Z,Depth,Pit_Name,Drill_Passport,Hole_Code,Cycle_Shift_Date,Short_Name,SEGMENT_DEPTH,WEIGHT_ON_BIT,ROTATION_PER_MINUTE,TORQUE,RATE_OF_PENETRATION,drill_passport,depth_m,litology_code
1670702,2025-08-04 23:49:00,2025-08-05 00:12:00,101304.52,60635.36,621.11,19.01,К-р Восточный,605-E230725_P_B_9.B,8195,2025-08-05,PV №52,1.0,403.08,110,17.58,60.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1609338,2025-06-05 14:05:00,2025-06-05 14:20:00,101684.99,60126.61,639.28,12.62,К-р Восточный,630-E040625_P_B_4.A,5969,2025-06-05,PV №52,1.0,386.4,109,15.57,72.0,630-E040625_P_B_4.A,1.0,carbonized_quartz-mica_hornfels_shists
1609338,2025-06-05 14:05:00,2025-06-05 14:20:00,101684.99,60126.61,639.28,12.62,К-р Восточный,630-E040625_P_B_4.A,5969,2025-06-05,PV №52,1.0,385.7,109,15.34,54.0,630-E040625_P_B_4.A,1.0,carbonized_quartz-mica_hornfels_shists
1581770,2025-05-09 11:14:00,2025-05-09 11:27:00,101291.51,60488.7,640.58,13.0,К-р Восточный,630-E030525_P_B_1.B,5871,2025-05-09,PV №52,1.0,430.15,110,16.19,48.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1609128,2025-06-05 08:56:00,2025-06-05 09:09:00,101708.28,60133.97,639.26,12.61,К-р Восточный,630-E040625_P_B_4.A,6046,2025-06-05,PV №52,1.0,106.3,113,9.53,132.0,630-E040625_P_B_4.A,1.0,carbonized_quartz-mica_hornfels_shists
1580964,2025-05-08 18:15:00,2025-05-08 18:26:00,101266.79,60540.21,640.28,12.0,К-р Восточный,630-E030525_P_B_1.B,5931,2025-05-08,PV №52,1.0,433.18,109,16.59,83.4,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1668710,2025-08-02 21:43:00,2025-08-02 22:02:00,101293.33,60670.63,621.72,19.17,К-р Восточный,605-E230725_P_B_9.B,8191,2025-08-03,PV №52,1.0,422.96,110,16.44,65.4,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668710,2025-08-02 21:43:00,2025-08-02 22:02:00,101293.33,60670.63,621.72,19.17,К-р Восточный,605-E230725_P_B_9.B,8191,2025-08-03,PV №52,1.0,373.86,111,14.2,60.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668710,2025-08-02 21:43:00,2025-08-02 22:02:00,101293.33,60670.63,621.72,19.17,К-р Восточный,605-E230725_P_B_9.B,8191,2025-08-03,PV №52,1.0,416.43,111,16.13,66.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668710,2025-08-02 21:43:00,2025-08-02 22:02:00,101293.33,60670.63,621.72,19.17,К-р Восточный,605-E230725_P_B_9.B,8191,2025-08-03,PV №52,1.0,415.94,111,15.54,72.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668710,2025-08-02 21:43:00,2025-08-02 22:02:00,101293.33,60670.63,621.72,19.17,К-р Восточный,605-E230725_P_B_9.B,8191,2025-08-03,PV №52,1.0,416.46,111,16.22,72.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1670702,2025-08-04 23:49:00,2025-08-05 00:12:00,101304.52,60635.36,621.11,19.01,К-р Восточный,605-E230725_P_B_9.B,8195,2025-08-05,PV №52,1.0,390.93,111,16.07,72.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668710,2025-08-02 21:43:00,2025-08-02 22:02:00,101293.33,60670.63,621.72,19.17,К-р Восточный,605-E230725_P_B_9.B,8191,2025-08-03,PV №52,1.0,416.65,111,16.51,66.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1670702,2025-08-04 23:49:00,2025-08-05 00:12:00,101304.52,60635.36,621.11,19.01,К-р Восточный,605-E230725_P_B_9.B,8195,2025-08-05,PV №52,1.0,408.58,110,18.04,78.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1670702,2025-08-04 23:49:00,2025-08-05 00:12:00,101304.52,60635.36,621.11,19.01,К-р Восточный,605-E230725_P_B_9.B,8195,2025-08-05,PV №52,1.0,412.36,108,18.91,84.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1580964,2025-05-08 18:15:00,2025-05-08 18:26:00,101266.79,60540.21,640.28,12.0,К-р Восточный,630-E030525_P_B_1.B,5931,2025-05-08,PV №52,1.0,440.37,109,16.67,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1580964,2025-05-08 18:15:00,2025-05-08 18:26:00,101266.79,60540.21,640.28,12.0,К-р Восточный,630-E030525_P_B_1.B,5931,2025-05-08,PV №52,1.0,444.94,109,15.89,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1580964,2025-05-08 18:15:00,2025-05-08 18:26:00,101266.79,60540.21,640.28,12.0,К-р Восточный,630-E030525_P_B_1.B,5931,2025-05-08,PV №52,1.0,445.39,109,15.88,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,1.0,423.89,109,17.92,66.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1609338,2025-06-05 14:05:00,2025-06-05 14:20:00,101684.99,60126.61,639.28,12.62,К-р Восточный,630-E040625_P_B_4.A,5969,2025-06-05,PV №52,1.0,400.32,107,17.24,66.0,630-E040625_P_B_4.A,1.0,carbonized_quartz-mica_hornfels_shists
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,1.0,425.4,110,16.82,66.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1582404,2025-05-10 01:17:00,2025-05-10 01:35:00,101263.9,60517.19,640.17,13.62,К-р Восточный,630-E030525_P_B_1.B,5882,2025-05-10,PV №52,1.0,374.26,109,17.32,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1668821,2025-08-03 02:17:00,2025-08-03 02:39:00,101267.64,60678.66,620.43,18.02,К-р Восточный,605-E230725_P_B_9.B,5034,2025-08-03,PV №52,1.0,413.37,109,18.68,60.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1581587,2025-05-09 07:10:00,2025-05-09 07:30:00,101304.47,60497.02,640.33,12.51,К-р Восточный,630-E030525_P_B_1.B,5913,2025-05-09,PV №52,1.0,432.04,109,17.0,72.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581587,2025-05-09 07:10:00,2025-05-09 07:30:00,101304.47,60497.02,640.33,12.51,К-р Восточный,630-E030525_P_B_1.B,5913,2025-05-09,PV №52,1.0,432.43,110,16.95,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581127,2025-05-08 19:36:00,2025-05-08 19:50:00,101279.64,60533.24,640.29,12.73,К-р Восточный,630-E030525_P_B_1.B,5891,2025-05-09,PV №52,1.0,419.18,110,15.74,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1670707,2025-08-04 19:35:00,2025-08-04 19:57:00,101297.07,60661.65,621.65,19.51,К-р Восточный,605-E230725_P_B_9.B,8192,2025-08-05,PV №52,1.0,412.7,110,17.42,59.4,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1582404,2025-05-10 01:17:00,2025-05-10 01:35:00,101263.9,60517.19,640.17,13.62,К-р Восточный,630-E030525_P_B_1.B,5882,2025-05-10,PV №52,1.0,441.23,108,18.46,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581587,2025-05-09 07:10:00,2025-05-09 07:30:00,101304.47,60497.02,640.33,12.51,К-р Восточный,630-E030525_P_B_1.B,5913,2025-05-09,PV №52,1.0,434.19,109,17.91,42.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581587,2025-05-09 07:10:00,2025-05-09 07:30:00,101304.47,60497.02,640.33,12.51,К-р Восточный,630-E030525_P_B_1.B,5913,2025-05-09,PV №52,1.0,420.99,111,16.06,72.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1670707,2025-08-04 19:35:00,2025-08-04 19:57:00,101297.07,60661.65,621.65,19.51,К-р Восточный,605-E230725_P_B_9.B,8192,2025-08-05,PV №52,1.0,414.88,109,18.96,71.4,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1670707,2025-08-04 19:35:00,2025-08-04 19:57:00,101297.07,60661.65,621.65,19.51,К-р Восточный,605-E230725_P_B_9.B,8192,2025-08-05,PV №52,1.0,417.33,108,20.23,72.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1670707,2025-08-04 19:35:00,2025-08-04 19:57:00,101297.07,60661.65,621.65,19.51,К-р Восточный,605-E230725_P_B_9.B,8192,2025-08-05,PV №52,1.0,408.14,108,19.8,60.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1581127,2025-05-08 19:36:00,2025-05-08 19:50:00,101279.64,60533.24,640.29,12.73,К-р Восточный,630-E030525_P_B_1.B,5891,2025-05-09,PV №52,1.0,419.57,110,16.24,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581127,2025-05-08 19:36:00,2025-05-08 19:50:00,101279.64,60533.24,640.29,12.73,К-р Восточный,630-E030525_P_B_1.B,5891,2025-05-09,PV №52,1.0,421.33,109,17.21,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581799,2025-05-09 11:34:00,2025-05-09 11:48:00,101368.99,60488.16,639.68,12.05,К-р Восточный,630-E030525_P_B_1.B,5979,2025-05-09,PV №52,1.0,432.87,108,17.97,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581127,2025-05-08 19:36:00,2025-05-08 19:50:00,101279.64,60533.24,640.29,12.73,К-р Восточный,630-E030525_P_B_1.B,5891,2025-05-09,PV №52,1.0,420.14,109,16.56,65.4,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581127,2025-05-08 19:36:00,2025-05-08 19:50:00,101279.64,60533.24,640.29,12.73,К-р Восточный,630-E030525_P_B_1.B,5891,2025-05-09,PV №52,1.0,420.5,109,16.67,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581127,2025-05-08 19:36:00,2025-05-08 19:50:00,101279.64,60533.24,640.29,12.73,К-р Восточный,630-E030525_P_B_1.B,5891,2025-05-09,PV №52,1.0,418.82,110,15.62,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581587,2025-05-09 07:10:00,2025-05-09 07:30:00,101304.47,60497.02,640.33,12.51,К-р Восточный,630-E030525_P_B_1.B,5913,2025-05-09,PV №52,1.0,349.73,111,16.43,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581137,2025-05-08 20:25:00,2025-05-08 20:38:00,101267.47,60524.73,640.21,12.67,К-р Восточный,630-E030525_P_B_1.B,5922,2025-05-09,PV №52,1.0,290.77,81,14.73,72.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1580975,2025-05-08 19:20:00,2025-05-08 19:33:00,101275.04,60540.84,640.39,12.64,К-р Восточный,630-E030525_P_B_1.B,5930,2025-05-08,PV №52,1.0,420.57,110,15.49,59.4,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581770,2025-05-09 11:14:00,2025-05-09 11:27:00,101291.51,60488.7,640.58,13.0,К-р Восточный,630-E030525_P_B_1.B,5871,2025-05-09,PV №52,1.0,428.47,110,15.63,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581137,2025-05-08 20:25:00,2025-05-08 20:38:00,101267.47,60524.73,640.21,12.67,К-р Восточный,630-E030525_P_B_1.B,5922,2025-05-09,PV №52,1.0,437.2,108,17.75,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581137,2025-05-08 20:25:00,2025-05-08 20:38:00,101267.47,60524.73,640.21,12.67,К-р Восточный,630-E030525_P_B_1.B,5922,2025-05-09,PV №52,1.0,434.74,109,17.05,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581137,2025-05-08 20:25:00,2025-05-08 20:38:00,101267.47,60524.73,640.21,12.67,К-р Восточный,630-E030525_P_B_1.B,5922,2025-05-09,PV №52,1.0,424.35,109,16.6,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581137,2025-05-08 20:25:00,2025-05-08 20:38:00,101267.47,60524.73,640.21,12.67,К-р Восточный,630-E030525_P_B_1.B,5922,2025-05-09,PV №52,1.0,413.66,108,17.91,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,1.0,424.23,111,16.01,72.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,1.0,423.81,111,15.69,66.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,1.0,423.71,111,15.7,78.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,1.0,423.19,111,15.27,72.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,1.0,423.68,111,15.91,78.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1581137,2025-05-08 20:25:00,2025-05-08 20:38:00,101267.47,60524.73,640.21,12.67,К-р Восточный,630-E030525_P_B_1.B,5922,2025-05-09,PV №52,1.0,373.2,110,15.6,78.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1580975,2025-05-08 19:20:00,2025-05-08 19:33:00,101275.04,60540.84,640.39,12.64,К-р Восточный,630-E030525_P_B_1.B,5930,2025-05-08,PV №52,1.0,264.77,112,13.79,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1580975,2025-05-08 19:20:00,2025-05-08 19:33:00,101275.04,60540.84,640.39,12.64,К-р Восточный,630-E030525_P_B_1.B,5930,2025-05-08,PV №52,1.0,319.1,112,13.86,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1580975,2025-05-08 19:20:00,2025-05-08 19:33:00,101275.04,60540.84,640.39,12.64,К-р Восточный,630-E030525_P_B_1.B,5930,2025-05-08,PV №52,1.0,377.58,110,15.44,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1580975,2025-05-08 19:20:00,2025-05-08 19:33:00,101275.04,60540.84,640.39,12.64,К-р Восточный,630-E030525_P_B_1.B,5930,2025-05-08,PV №52,1.0,377.23,111,14.7,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1580975,2025-05-08 19:20:00,2025-05-08 19:33:00,101275.04,60540.84,640.39,12.64,К-р Восточный,630-E030525_P_B_1.B,5930,2025-05-08,PV №52,1.0,422.14,110,16.53,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581770,2025-05-09 11:14:00,2025-05-09 11:27:00,101291.51,60488.7,640.58,13.0,К-р Восточный,630-E030525_P_B_1.B,5871,2025-05-09,PV №52,1.0,449.26,109,16.75,54.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1668688,2025-08-02 23:22:00,2025-08-02 23:40:00,101272.9,60693.84,620.79,18.53,К-р Восточный,605-E230725_P_B_9.B,8174,2025-08-03,PV №52,1.0,424.87,110,16.48,60.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1581587,2025-05-09 07:10:00,2025-05-09 07:30:00,101304.47,60497.02,640.33,12.51,К-р Восточный,630-E030525_P_B_1.B,5913,2025-05-09,PV №52,1.0,431.62,110,16.36,72.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1666370,2025-07-31 14:52:00,2025-07-31 15:13:00,101204.88,60808.41,620.02,17.52,К-р Восточный,605-E230725_P_B_9.B,4975,2025-07-31,PV №52,1.0,410.92,110,15.44,78.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1610856,2025-06-07 02:58:00,2025-06-07 03:12:00,101730.21,60111.59,639.38,11.71,К-р Восточный,630-E040625_P_B_4.A,5963,2025-06-07,PV №52,1.0,407.46,107,18.1,54.0,630-E040625_P_B_4.A,1.0,carbonized_quartz-mica_hornfels_shists
1581748,2025-05-09 10:46:00,2025-05-09 10:57:00,101309.54,60490.02,640.34,13.01,К-р Восточный,630-E030525_P_B_1.B,5873,2025-05-09,PV №52,1.0,449.14,110,15.97,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579826,2025-05-07 17:36:00,2025-05-07 17:54:00,101242.94,60614.66,640.4,12.2,К-р Восточный,630-E030525_P_B_1.B,6043,2025-05-07,PV №52,1.0,434.17,110,15.26,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1582357,2025-05-10 00:17:00,2025-05-10 00:32:00,101288.53,60480.75,640.72,13.77,К-р Восточный,630-E030525_P_B_1.B,5907,2025-05-10,PV №52,1.0,429.88,108,17.8,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1665915,2025-07-31 07:28:00,2025-07-31 07:51:00,101253.32,60708.55,622.36,18.02,К-р Восточный,605-E230725_P_B_9.B,5038,2025-07-31,PV №52,1.0,422.86,111,16.34,54.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1582357,2025-05-10 00:17:00,2025-05-10 00:32:00,101288.53,60480.75,640.72,13.77,К-р Восточный,630-E030525_P_B_1.B,5907,2025-05-10,PV №52,1.0,427.85,109,16.63,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579826,2025-05-07 17:36:00,2025-05-07 17:54:00,101242.94,60614.66,640.4,12.2,К-р Восточный,630-E030525_P_B_1.B,6043,2025-05-07,PV №52,1.0,433.18,110,14.76,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579826,2025-05-07 17:36:00,2025-05-07 17:54:00,101242.94,60614.66,640.4,12.2,К-р Восточный,630-E030525_P_B_1.B,6043,2025-05-07,PV №52,1.0,433.04,110,14.67,72.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579129,2025-05-06 21:00:00,2025-05-06 21:12:00,101286.28,60616.79,639.64,12.25,К-р Восточный,630-E030525_P_B_1.B,6037,2025-05-07,PV №52,1.0,244.2,98,11.12,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579826,2025-05-07 17:36:00,2025-05-07 17:54:00,101242.94,60614.66,640.4,12.2,К-р Восточный,630-E030525_P_B_1.B,6043,2025-05-07,PV №52,1.0,432.77,110,14.79,54.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1611829,2025-06-08 02:41:00,2025-06-08 02:56:00,101774.13,60121.17,639.06,11.33,К-р Восточный,630-E040625_P_B_4.A,5776,2025-06-08,PV №52,1.0,367.63,111,14.25,60.0,630-E040625_P_B_4.A,1.0,carbonized_quartz-mica_hornfels_shists
1665915,2025-07-31 07:28:00,2025-07-31 07:51:00,101253.32,60708.55,622.36,18.02,К-р Восточный,605-E230725_P_B_9.B,5038,2025-07-31,PV №52,1.0,417.05,112,15.73,60.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1579129,2025-05-06 21:00:00,2025-05-06 21:12:00,101286.28,60616.79,639.64,12.25,К-р Восточный,630-E030525_P_B_1.B,6037,2025-05-07,PV №52,1.0,383.2,112,14.34,54.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579812,2025-05-07 17:19:00,2025-05-07 17:33:00,101237.85,60621.34,640.57,12.15,К-р Восточный,630-E030525_P_B_1.B,6120,2025-05-07,PV №52,1.0,433.86,109,15.62,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581748,2025-05-09 10:46:00,2025-05-09 10:57:00,101309.54,60490.02,640.34,13.01,К-р Восточный,630-E030525_P_B_1.B,5873,2025-05-09,PV №52,1.0,451.16,110,16.02,59.4,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579812,2025-05-07 17:19:00,2025-05-07 17:33:00,101237.85,60621.34,640.57,12.15,К-р Восточный,630-E030525_P_B_1.B,6120,2025-05-07,PV №52,1.0,434.14,109,15.87,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1667799,2025-08-02 00:49:00,2025-08-02 01:13:00,101236.91,60801.69,620.91,18.11,К-р Восточный,605-E230725_P_B_9.B,5021,2025-08-02,PV №52,1.0,367.11,109,18.38,54.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1579129,2025-05-06 21:00:00,2025-05-06 21:12:00,101286.28,60616.79,639.64,12.25,К-р Восточный,630-E030525_P_B_1.B,6037,2025-05-07,PV №52,1.0,421.02,110,15.58,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1672836,2025-08-06 23:24:00,2025-08-06 23:43:00,101223.74,60837.03,620.3,18.02,К-р Восточный,605-E230725_P_B_9.B,4985,2025-08-07,PV №52,1.0,244.91,90,13.64,60.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1581765,2025-05-09 10:59:00,2025-05-09 11:11:00,101300.89,60489.33,640.48,13.01,К-р Восточный,630-E030525_P_B_1.B,5872,2025-05-09,PV №52,1.0,430.29,109,16.29,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1582355,2025-05-10 00:02:00,2025-05-10 00:14:00,101293.29,60473.79,640.49,13.81,К-р Восточный,630-E030525_P_B_1.B,5863,2025-05-10,PV №52,1.0,393.56,109,15.86,65.4,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581765,2025-05-09 10:59:00,2025-05-09 11:11:00,101300.89,60489.33,640.48,13.01,К-р Восточный,630-E030525_P_B_1.B,5872,2025-05-09,PV №52,1.0,429.85,109,16.42,72.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579803,2025-05-07 17:05:00,2025-05-07 17:18:00,101233.03,60628.91,640.03,12.26,К-р Восточный,630-E030525_P_B_1.B,6050,2025-05-07,PV №52,1.0,433.14,109,15.86,48.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579803,2025-05-07 17:05:00,2025-05-07 17:18:00,101233.03,60628.91,640.03,12.26,К-р Восточный,630-E030525_P_B_1.B,6050,2025-05-07,PV №52,1.0,433.37,109,16.26,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579803,2025-05-07 17:05:00,2025-05-07 17:18:00,101233.03,60628.91,640.03,12.26,К-р Восточный,630-E030525_P_B_1.B,6050,2025-05-07,PV №52,1.0,416.98,109,16.07,66.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579129,2025-05-06 21:00:00,2025-05-06 21:12:00,101286.28,60616.79,639.64,12.25,К-р Восточный,630-E030525_P_B_1.B,6037,2025-05-07,PV №52,1.0,421.86,110,16.22,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579803,2025-05-07 17:05:00,2025-05-07 17:18:00,101233.03,60628.91,640.03,12.26,К-р Восточный,630-E030525_P_B_1.B,6050,2025-05-07,PV №52,1.0,406.01,109,15.52,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579803,2025-05-07 17:05:00,2025-05-07 17:18:00,101233.03,60628.91,640.03,12.26,К-р Восточный,630-E030525_P_B_1.B,6050,2025-05-07,PV №52,1.0,407.03,109,15.92,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579803,2025-05-07 17:05:00,2025-05-07 17:18:00,101233.03,60628.91,640.03,12.26,К-р Восточный,630-E030525_P_B_1.B,6050,2025-05-07,PV №52,1.0,413.62,109,15.88,54.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579812,2025-05-07 17:19:00,2025-05-07 17:33:00,101237.85,60621.34,640.57,12.15,К-р Восточный,630-E030525_P_B_1.B,6120,2025-05-07,PV №52,1.0,433.4,109,15.47,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1579129,2025-05-06 21:00:00,2025-05-06 21:12:00,101286.28,60616.79,639.64,12.25,К-р Восточный,630-E030525_P_B_1.B,6037,2025-05-07,PV №52,1.0,420.72,110,15.49,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1611829,2025-06-08 02:41:00,2025-06-08 02:56:00,101774.13,60121.17,639.06,11.33,К-р Восточный,630-E040625_P_B_4.A,5776,2025-06-08,PV №52,1.0,406.53,110,14.66,54.0,630-E040625_P_B_4.A,1.0,carbonized_quartz-mica_hornfels_shists
1672584,2025-08-06 17:18:00,2025-08-06 17:40:00,101239.12,60816.46,620.58,18.43,К-р Восточный,605-E230725_P_B_9.B,8156,2025-08-06,PV №52,1.0,389.47,112,14.85,66.0,605-E230725_P_B_9.B,1.0,mica-quartz_carbonate_massive_rocks
1579856,2025-05-07 19:10:00,2025-05-07 19:23:00,101214.56,60642.67,640.3,12.62,К-р Восточный,630-E030525_P_B_1.B,6063,2025-05-07,PV №52,1.0,417.06,109,16.52,90.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
1581342,2025-05-09 02:20:00,2025-05-09 02:32:00,101334.35,60507.1,639.69,12.56,К-р Восточный,630-E030525_P_B_1.B,5993,2025-05-09,PV №52,1.0,433.81,108,19.08,60.0,630-E030525_P_B_1.B,1.0,carbonaceous quartz-mica calcium metasomatites
